Act Name,Page Types,Likes,Page Created,Facebook,Instagram,Twitter,Spotify,SoundCloud,Bandcamp,YouTube,Email,Website,Phone,Image,Address,Story,about,price range,artists we also like,general information,public transit,founding date,impressum,attire,culinary team,mission,company overview,products,awards,band interests,personal interests,general manager,hometown,press contact,booking agent,affiliation,personal information,genre,accessibility info,biography,gender,network,,influences,current location,record label,band members,members,release date,season,plot outline,schedule,directed by,written by,starring
Wild Bill's Legendary Saloon,Restaurant | Pub | Sports Bar,6060,1-Sep-09,WildBillsBanff,,,,,,,info@wildbillsbanff.com,http://www.wildbillsbanff.com,(403) 762-0333,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/80766425_10157203789573757_3914248999606943744_n.jpg?_nc_cat=101&_nc_sid=6e5ad9&_nc_ohc=fDfvDipXdDUAX-Dwy19&_nc_ht=scontent-lax3-1.xx&oh=7a55d8fc891cb9938cbe1a04b9b303dc&oe=5EE998D4,"201 Banff Ave (corner of Banff Ave & Caribou Street) 2nd Floor Banff, Alberta ",,"""Like"" Wild Bill's Legendary Saloon's fan page for entertainment listings, contests & more!",,,,,,,Casual,,,,,,,,,,,,,,,,,,,Get ready for some toe-tappin' entertainment and cowgirl kissin',,,,,,,,,,,,
Wild Bill's Bistro,Bar & Grill | Pub | Sports Bar,771,24-Apr-16,wildbillsbistro,,,,,,,wildbillskewick@gmail.com,http://wildbillsbistro.ca,(905) 989-8000,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/32153034_963120780530651_4690954183950467072_o.jpg?_nc_cat=103&_nc_sid=6e5ad9&_nc_ohc=vXB9WzAoRC0AX9F4lG8&_nc_ht=scontent-lax3-1.xx&oh=714ced597bd8f9a1f2422f929ab33cbd&oe=5EE83787,"443 The Queensway South Keswick, Ontario ",,"Welcome to Wild Bill's Bistro. Keswick's Hip wingery, Located in the Glenwoods Plaza in Keswick, Ontario. Join us for GREAT food, AMAZING service and the best weekend entertainment!",,,,,,,Casual,,,,,,,,Bill Wilde - Owner,,,,,,,,,,,,,,,,,,,,,,,
Wildhorse Saloon,Bar | Live Music Venue,3930,3-Feb-10,WildhorseCalgary,,,,,,,info@wildhorsesaloon.ca,http://www.wildhorsesaloon.ca,(403) 244-6773,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/32764281_10156043375842012_4636108160250150912_o.jpg?_nc_cat=106&_nc_sid=6e5ad9&_nc_ohc=LHbkKCXjmZoAX8v1E6U&_nc_ht=scontent-lax3-2.xx&oh=75c09165f37cf2b23bb814a94ab6fb68&oe=5EE880B4,"500-6 ave sw Calgary, Alberta ",,The Wildhorse Saloon will ride once again in 2016!,,,,,,,,,,,,,,,,,,,,,,,,,,Downtown Calgary's ONLY Stampede Party Tent is back!!!!! Checkout our Event/Concert Line Up at www.wildhorsesaloon.ca,,,,,,,,,,,,
"Wild Wing Restaurant - Smiths Falls, Ontario",Restaurant | Sports Bar | Beer Bar,2104,,wildwingsf,,,,,,,wildwingsmithsfalls@gmail.com,https://www.wildwingrestaurants.com/location/smiths-falls,(613) 205-1077,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/82632577_852184641877077_4558887689104916480_o.jpg?_nc_cat=104&_nc_sid=6e5ad9&_nc_ohc=TE0KbtotstgAX-zu4Os&_nc_ht=scontent-lax3-1.xx&oh=c6b8d6d4436ccd76cd099514f3d1301d&oe=5EE8DA5A,"140 Lombard Street Smiths Falls, Ontario ",,Wild Wing is famous for its mouth-watering Canadian raised chicken wings that are served with 101 incredible flavour options.,,,,,,,Casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams Lake Stampede,Performance & Event Venue | Rodeo | Fairground,4728,10-Oct-13,WilliamsLakeStampede,,,,,,,info@williamslakestampede.com,https://williamslakestampede.com,(250) 392-6585,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/56576543_2164134020367805_6034123085999767552_o.jpg?_nc_cat=111&_nc_sid=6e5ad9&_nc_ohc=CjqfCHQrE14AX8MLIvL&_nc_ht=scontent-lax3-2.xx&oh=c77c9104e4247c90258b522ee8b66771&oe=5EE940E6,"800 MacKenzie Ave S Williams Lake, British Columbia ",,"The Williams Lake Stampede. Since 1920. Canadian Professional Rodeo Association action in Williams Lake, BC, Canada Day weekend.",,,,,,,,,,,,,,,,,,,,,,,,,,"Established in 1920, the World Famous Williams Lake Stampede is held annually on the Canada Day long weekend at the start of July, and features Canadian Profess...ional Rodeo Association action including bull riding, barrel racing, bareback riding, tie-down roping, steer wrestling and team roping. The Williams Lake Stampede plays host to many top cowboys and international rodeo competitors from Canada and the United States most of which continue on the circuit to the Calgary Stampede, the following weekend.  The Stampede festivities also include a parade of floats from local organizations, such as 4H groups, native bands, community service groups, the stampede royalty and local merchants.   The Williams Lake Stampede which originated in 1920, began as a gathering of friends, neighbors and ranchers for the sole purpose of providing some entertainment. It gave the cowboys a place to ride some Broncs and Steers, to rope and race on horseback. Horse owners brought their best horseflesh and held flat races. It was an opportunity to show off the best riding and cowboy skills and the best horses in the Cariboo.  Today, the Williams Lake Stampede is a community wide celebration with many local events and things to see and do.   *All contest winners must be available to pick up their prize from the Stampede Office during office hours - times and locations to be communicated to the winners after draw announcement* See Moreional Rodeo Association action including bull riding, barrel racing, bareback riding, tie-down roping, steer wrestling and team roping. The Williams Lake Stampede plays host to many top cowboys and international rodeo competitors from Canada and the United States most of which continue on the circuit to the Calgary Stampede, the following weekend.  The Stampede festivities also include a parade of floats from local organizations, such as 4H groups, native bands, community service groups, the stampede royalty and local merchants.   The Williams Lake Stampede which originated in 1920, began as a gathering of friends, neighbors and ranchers for the sole purpose of providing some entertainment. It gave the cowboys a place to ride some Broncs and Steers, to rope and race on horseback. Horse owners brought their best horseflesh and held flat races. It was an opportunity to show off the best riding and cowboy skills and the best horses in the Cariboo.  Today, the Williams Lake Stampede is a community wide celebration with many local events and things to see and do.   *All contest winners must be available to pick up their prize from the Stampede Office during office hours - times and locations to be communicated to the winners after draw announcement*",,,,,,,,,,,,
Willie John's Big Easy,Live Music Venue,1157,,WillieJohnsBigEasy,,,,,,,@willie_easy,,,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/49192731_1930317223684887_7658950823719731200_n.jpg?_nc_cat=107&_nc_sid=6e5ad9&_nc_ohc=avXRZWYhgM0AX9wMLnd&_nc_ht=scontent-lax3-2.xx&oh=37cf228a26f4d3a704ce3221adbff7ee&oe=5EE9B2F0,"4683 Crysler Avenue Niagara Falls, Ontario ",,A live entertainment venue located in the heart of Niagara Falls' downtown district! You can catch great shows and come dance the night away!,,,,,,,Casual,,,,,,,,,,,,,,,,,,,"Bill Delingat, The Spectrum and partner John Pickering, Rhythm Ranch recording studio are opening Willie John's Big Easy - Musical Gumbo and Cajun Cuisine, loca...ted in the Q Niagara Falls Downtown district. The co-owners will be dishing up from the flavours of New Orleans a take away experience that patrons will remember & share. Working with music and the entertainment industries, the namesake came as a natural choice, not only using their first names but also saluting musician - Little Willie John, https://www.youtube.com/watch?v=l-4kD5GO3ZM See Moreted in the Q Niagara Falls Downtown district. The co-owners will be dishing up from the flavours of New Orleans a take away experience that patrons will remember & share. Working with music and the entertainment industries, the namesake came as a natural choice, not only using their first names but also saluting musician - Little Willie John, https://www.youtube.com/watch?v=l-4kD5GO3ZM",,,,,,,,,,,,
Wilno Tavern Restaurant,Pub | Family Style Restaurant,3156,9-Oct-10,WilnoTavernRestaurant,,,,,,,info@wilnotavern.com,http://www.wilnotavern.com,(613) 756-2029,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/95655694_3208564445844192_6520061110412902400_n.jpg?_nc_cat=108&_nc_sid=6e5ad9&_nc_ohc=wjNFG0v9WeYAX-9rUpj&_nc_ht=scontent-lax3-1.xx&oh=4901902cb9562c84f3fbc09fd028af00&oe=5EE99F9F,"17589 HWY 60, Wilno Ontario ",,"Nestled in the gentle hills of the Madawaska Valley, the Wilno Tavern Restaurant has been offering  exceptional hospitality for over 100 years.",,,,,,,,,,,,,,,,,,,,,,,,,,"This historic pub features hearty Polish fare, celebrating the heritage of Wilno's early pioneer families, as well as a traditional Canadian menu.  The tavern is equally famous for vibrant entertainment – Tuesday Nite Blues Jam, as well as rock, country,jazz or folk bands on weekends.",,,,,,,,,,,,
Windjammer By The Lake,Bar & Grill | Pub | Live Music Venue,636,2-Jul-11,windjammerbythelake,,,,,,,info@windjammerbythelake.com,,(905) 631-0303,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/22308545_1724313487641280_4757841659143319125_n.jpg?_nc_cat=100&_nc_sid=6e5ad9&_nc_ohc=bNeKW7iszxAAX-aYlLw&_nc_ht=scontent-lax3-1.xx&oh=21e31377b10b398ed8339be3505af550&oe=5EE91B89,"5353 Lakeshore Road Burlington, Ontario ",,Under new management. Enjoy all day breakfast everyday.  Come on down for kareoke every Tuesday and Wednesday and live bands Fridays 8pm-midnight,,,,,,,Casual,,,,,,,,,,,,,,,,,,,"Burlington's newest Bar and Grill blending a unique food and drink menu in upscale surroundings.  Large screen TV's for all sporting events plus live bands ever...y Friday night, and karaoke every Wednesday night. [We accept Visa, Mastercard, American Express, Cash or Debit] Also follow us on twitter for updates at https://twitter.com/JammerByTheLake See Morey Friday night, and karaoke every Wednesday night. [We accept Visa, Mastercard, American Express, Cash or Debit] Also follow us on twitter for updates at https://twitter.com/JammerByTheLake",,,,,,,,,,,,
Windmill Brewery,Brewery | Pub,1705,29-Jul-15,windmillbrewery,,,,,,,info@windmillbrewery.ca,,(613) 704-0154,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/71085969_2095365870758748_1209134324339703808_o.jpg?_nc_cat=100&_nc_sid=6e5ad9&_nc_ohc=oAOJJgt_x2YAX_f3Eje&_nc_ht=scontent-lax3-1.xx&oh=c05a305781ceceac19ab38657a745113&oe=5EE6E0C1,"5 Newport Drive Prescott, Ontario ",,Brewery is located along the St. Lawrence near Prescott Ontario south of Ottawa.  Our beer is made with the finest ingredients.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windmill Brixton,Live Music Venue | Pub,14209,18-Mar-09,windmillbrixton,,,,,,,windmillbrixton@yahoo.co.uk,http://windmillbrixton.co.uk,+44 20 8671 0700,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/96245522_10158525919478991_4516935629673594880_o.jpg?_nc_cat=101&_nc_sid=6e5ad9&_nc_ohc=KsMdYhojnhoAX9L5zfj&_nc_ht=scontent-lax3-1.xx&oh=f343f5be8d1d53ba627936e5694cd012&oe=5EE762CB,"22 Blenheim Gardens London, United Kingdom ",,"Independent live music venue in Brixton, South London.  Voted 3rd in Time Out Readers' Poll for Best London Music Venue 2012 & 2013: http://www.timeout.com",,,,"TUBE STATION: is Brixton on the Victoria line, turn left out of the station,  then it's about 10 minutes walk from the tube, walk up Brixton Hill (the one with ...the Fridge at the bottom of it) and turn right into Blenheim Gardens (there's a Co-op Funeral Services and a traffic light at the end of the street).  BUSES FROM BRIXTON: If you don't fancy the excercise theres lots of buses that run up the hill  (mostly from the bus stop outside Woolworths and KFC after you come out of the tube station.Blenheim Gardens is the 3rd stop from Brixton and the following buses will transport you in approx 2-3 mins:  45, 59, 109, 118, 159, 250 and 333.  BUSES FROM CROYDON: The 109 and 250 stop at the bottom of Blenheim Gardens, just past the George IV pub and directly outside the NISA shop  Getting home Last tubes north are 00:27 (Mon-Sat) and 23:51 (Sun) minimart. See Morethe Fridge at the bottom of it) and turn right into Blenheim Gardens (there's a Co-op Funeral Services and a traffic light at the end of the street).  BUSES FROM BRIXTON: If you don't fancy the excercise theres lots of buses that run up the hill  (mostly from the bus stop outside Woolworths and KFC after you come out of the tube station.Blenheim Gardens is the 3rd stop from Brixton and the following buses will transport you in approx 2-3 mins:  45, 59, 109, 118, 159, 250 and 333.  BUSES FROM CROYDON: The 109 and 250 stop at the bottom of Blenheim Gardens, just past the George IV pub and directly outside the NISA shop  Getting home Last tubes north are 00:27 (Mon-Sat) and 23:51 (Sun) minimart.",,,,"BOOKINGS We do NOT book via Facebook. Email us. The address is on the website: http://windmillbrixton.co.uk/bandinfo...  MAILING LIST To join our weekly mailing list with all the latest gig news, plus competitions for free entry and other goodies please enter your email here: http://conta.cc/bATxLh See More  MAILING LIST To join our weekly mailing list with all the latest gig news, plus competitions for free entry and other goodies please enter your email here: http://conta.cc/bATxLh",,,,,,,Roof Dog,,,,,,,,,,,"For bookings info please visit: http://windmillbrixton.co.uk/bandinfo, have a read and then email windmillbrixton@yahoo.co.uk We DO NOT book via Facebook. Repea...t....We DO NOT book via Facebook!! Just some of the bands that have played here include...  … And You Will Know Us By The Trail Of Dead, The 5678s, The Acorn, Akron/Family, Archie Bronson Outfit, Architecture In Helsinki, Art Brut, The Answer, Austra, Biffy Clyro, The Black Lips, Bloc Party, Bobby Conn, Brakes, British Sea Power, Broken Family Band, Caitlin Rose, Calexico, The Cribs, Crystal Slits, Damo Suzuki, Dananananaykroyd, Daniel Johnston, DJ Scotch Egg, Dub Trio, Duke Special, Duke Spirit, The Enemy, Example, Fat White Family, Florence & The Machine, Lyla Foy, Frank Turner, Frightened Rabbit, F*ck Buttons, Get Cape Wear Cape Fly, Guillemots, Hard-Fi, Herman Dune, Hot Chip, The Horrors, Jamie T, Jeffrey Lewis, Just Jack,  Klaxons, Kurt Vile, Let's Wrestle, Los Campesinos, Lucero, The Magic Numbers, Maximo Park, Mekons, Metronomy, Micachu, Noah & The Whale, OK Go, The Pains Of Being Pure At Heart, Peggy Sue, Pete & the Pirates, Plan B, PW Long, The Rakes, Rumble Strips, Scouting For Girls, Scritti Politti, Shonen Knife, Stereolab, Television Personalities, Thunderclap Newman, Tilly & The Wall, Tom McRae, Tom Vek, Topcats, The Vaccines, Vic Goddard & The Subway Sect, The Veils, The View, Vivian Girls, The War On Drugs, William Elliot Whitmore, The Wombats, Yeasayer, The Young Knives See Moret....We DO NOT book via Facebook!! Just some of the bands that have played here include...  … And You Will Know Us By The Trail Of Dead, The 5678s, The Acorn, Akron/Family, Archie Bronson Outfit, Architecture In Helsinki, Art Brut, The Answer, Austra, Biffy Clyro, The Black Lips, Bloc Party, Bobby Conn, Brakes, British Sea Power, Broken Family Band, Caitlin Rose, Calexico, The Cribs, Crystal Slits, Damo Suzuki, Dananananaykroyd, Daniel Johnston, DJ Scotch Egg, Dub Trio, Duke Special, Duke Spirit, The Enemy, Example, Fat White Family, Florence & The Machine, Lyla Foy, Frank Turner, Frightened Rabbit, F*ck Buttons, Get Cape Wear Cape Fly, Guillemots, Hard-Fi, Herman Dune, Hot Chip, The Horrors, Jamie T, Jeffrey Lewis, Just Jack,  Klaxons, Kurt Vile, Let's Wrestle, Los Campesinos, Lucero, The Magic Numbers, Maximo Park, Mekons, Metronomy, Micachu, Noah & The Whale, OK Go, The Pains Of Being Pure At Heart, Peggy Sue, Pete & the Pirates, Plan B, PW Long, The Rakes, Rumble Strips, Scouting For Girls, Scritti Politti, Shonen Knife, Stereolab, Television Personalities, Thunderclap Newman, Tilly & The Wall, Tom McRae, Tom Vek, Topcats, The Vaccines, Vic Goddard & The Subway Sect, The Veils, The View, Vivian Girls, The War On Drugs, William Elliot Whitmore, The Wombats, Yeasayer, The Young Knives",,,,,,,,,,,,
